,from,planned_departure,to,planned_arrival,trip_id,actual_times,from_name,to_name
0,8505000,621,8502204,665,ch:1:sjyid:100001:21130-001,"[(622, 664), (622, 663), (623, 664), (623, 665), (624, 663), (622, 665), (623, 666), (623, 665), (622, 665), (621, 663), (621, 664), (622, 664), (623, 664), (633, 666), (622, 665), (623, 665), (623, 667), (622, 664), (623, 664), (621, 664), (622, 664), (622, 664), (623, 664), (622, 664), (624, 663)]",Luzern,Zug
