,from,planned_departure,to,planned_arrival,trip_id,actual_times,from_name,to_name
0,8505000,654,8500218,688,ch:1:sjyid:100061:2316-001,"[(654, 687), (654, 687), (654, 689), (654, 687), (655, 688), (654, 688), (656, 689), (654, 687), (654, 687), (654, 687), (2880, 2880), (654, 690), (654, 687), (654, 687), (654, 690), (654, 687), (654, 688), (654, 687), (654, 688), (654, 688), (654, 688)]",Luzern,Olten
