,start_time,start_station,destination_station,earliest_arrival_time,shortest_path_reliability,runtime_shortest_path,arrival_time_most_reliable_path,reliability,runtime,runtime_generate_graph,start_name,destination_name
0,600,8505000,8507000,746,0.723809523809524,0.0020020008087158203,746,0.9523809523809526,6398.0611181259155,60.52469611167908,Luzern,Bern
