,from,to,planned_departure,planned_arrival,trip_id,actual_times,from_name,to_name
0,8501120,8504100,740,783,ch:1:sjyid:100001:719-002,"[(740, 782), (740, 782), (741, 783)]",Lausanne,Fribourg/Freiburg
